,ID,Recency_Cluster,Frequency_Cluster,Wines_Cluster,Fruits_Cluster,Meat_Cluster,Fish_Cluster,Sweets_Cluster,Gold_Cluster
564,3433,1,1,1,0,1,1,1,1
565,3389,1,2,2,1,1,1,2,2
566,1170,1,1,0,0,0,0,0,0
567,1215,1,1,1,2,1,1,2,1
568,2156,1,0,0,0,0,0,0,0
569,7788,1,0,0,0,0,0,0,0
570,2570,1,2,1,0,0,0,0,0
571,7397,1,2,1,0,0,0,0,1
572,10790,1,0,0,0,0,0,0,0
573,3565,1,0,0,0,0,0,0,0
574,5294,1,0,0,0,0,0,0,0
575,1045,1,1,0,0,0,0,0,0
576,4055,1,0,0,0,0,0,0,0
577,7629,1,0,0,0,0,0,0,0
578,1000,1,2,1,1,1,0,0,1
579,3828,1,2,1,0,1,2,2,2
580,8605,1,0,0,0,0,0,0,0
581,10129,1,1,1,2,1,1,2,1
582,2499,1,1,0,2,0,0,2,0
583,10092,1,2,2,0,1,2,0,0
584,7500,1,1,0,0,1,0,1,0
585,10556,1,1,0,0,0,0,0,0
586,10250,1,0,0,0,0,0,0,0
587,737,1,0,2,1,1,1,1,0
588,3571,1,1,2,0,0,0,0,0
589,5092,1,2,1,0,0,0,0,0
590,2154,1,0,0,0,0,0,0,0
591,5394,1,0,0,0,0,0,0,0
592,5247,1,0,0,0,0,0,0,0
593,8812,1,0,0,0,0,0,0,0
594,6616,1,1,0,0,0,1,1,1
595,2797,1,2,1,0,0,1,1,1
596,8584,1,0,1,1,1,2,1,1
597,2694,1,0,0,0,0,0,0,0
598,164,1,1,0,0,0,0,0,0
599,5150,1,0,0,0,0,0,0,0
600,8008,1,0,0,0,0,0,0,0
601,6173,1,2,1,2,1,0,1,1
602,10691,1,0,0,0,0,0,0,0
603,5513,1,0,0,0,0,0,0,0
604,8334,1,0,0,0,0,0,0,0
605,9166,1,1,1,1,0,1,1,2
606,78,1,0,0,0,0,0,0,0
607,5866,1,1,0,0,0,0,0,0
608,332,1,1,0,0,0,0,0,0
609,9847,1,1,1,0,0,0,0,2
610,531,1,2,2,0,1,1,1,2
611,9576,1,1,0,0,0,0,0,0
612,8527,1,1,0,0,0,0,0,0
613,4427,1,2,1,0,2,0,2,1
614,1168,1,1,1,1,2,0,1,1
615,521,1,1,0,1,1,0,0,1
616,1630,1,1,0,1,0,1,0,0
617,3254,1,0,1,1,1,1,1,1
618,9467,1,0,0,0,0,0,0,0
619,1399,1,1,1,2,1,2,2,2
620,3074,1,1,2,2,1,0,2,0
621,5180,1,0,0,0,0,0,0,0
622,7679,1,0,0,0,0,0,0,0
623,10858,1,2,1,0,0,1,2,0
624,5790,1,0,0,0,0,0,0,0
625,8462,1,0,0,0,0,0,0,0
626,544,1,0,1,1,1,2,1,1
627,3265,1,0,0,0,0,0,0,0
628,10176,1,2,0,0,0,0,0,2
629,3283,1,1,0,2,0,1,2,2
630,4994,1,2,2,1,1,2,1,0
631,7966,1,2,1,2,1,1,0,0
632,10872,1,2,2,0,0,0,0,0
633,2181,1,0,1,1,2,0,1,0
634,1867,1,1,1,1,1,1,1,1
635,1458,1,0,0,0,0,0,0,0
636,7007,1,0,0,0,0,0,0,0
637,6200,1,1,1,2,0,2,1,1
638,1403,1,0,0,0,0,0,0,0
639,6250,1,2,1,0,0,0,0,0
640,2478,1,0,0,0,0,0,0,0
641,1139,1,1,2,0,1,0,0,1
642,5393,1,0,0,0,0,0,0,0
643,7842,1,0,0,0,0,0,0,0
644,3434,1,1,1,1,2,1,0,1
645,6428,1,0,1,0,1,1,1,0
646,8514,1,0,0,0,0,0,0,0
647,10448,1,1,0,1,0,1,0,0
648,2109,1,2,1,1,2,0,0,0
649,7530,1,0,0,0,0,0,0,0
650,8925,1,2,1,1,0,1,2,1
651,6203,1,2,1,2,2,2,1,1
652,7165,1,2,1,1,0,1,1,1
653,8537,1,1,1,1,2,1,1,1
654,4331,1,1,2,0,1,0,0,0
655,10913,1,0,0,0,0,0,0,0
656,3334,1,1,2,2,2,1,2,2
657,1406,1,2,1,0,0,0,0,0
658,10821,1,1,0,0,0,0,0,0
659,4552,1,0,0,0,0,1,0,1
660,898,1,1,0,0,0,0,0,0
661,9797,1,1,0,0,0,0,0,1
662,6248,1,2,2,0,2,1,0,0
663,10841,1,1,0,0,0,0,0,0
664,5370,1,1,0,0,0,0,0,0
665,4860,1,0,0,0,0,0,0,0
666,10757,1,0,0,0,0,0,0,0
667,3599,1,2,1,1,1,2,1,1
668,4102,1,0,0,0,0,0,0,0
669,9829,1,0,0,0,0,0,0,0
670,6214,1,0,0,0,0,0,0,0
671,4954,1,1,0,0,0,1,0,0
672,4837,1,2,2,1,1,1,0,2
673,9423,1,0,0,0,0,0,0,0
674,4268,1,0,0,0,0,0,0,0
675,10701,1,2,1,0,1,1,1,0
676,3507,1,1,1,2,1,2,1,1
677,4426,1,2,1,0,0,0,0,1
678,2591,1,0,1,1,1,1,1,0
679,10509,1,0,0,0,0,0,0,0
680,6673,1,0,0,0,0,0,0,0
681,2345,1,1,1,1,1,1,1,2
682,10897,1,2,2,1,1,0,1,0
683,6103,1,0,0,0,0,0,0,0
684,2406,1,1,1,0,0,0,0,0
685,5517,1,0,0,0,0,0,0,0
686,6958,1,0,0,0,0,0,0,0
687,4643,1,0,0,0,0,0,0,1
688,5396,1,2,2,0,1,0,1,1
689,2802,1,1,0,0,2,1,0,1
690,7901,1,0,0,0,0,0,0,0
691,2686,1,0,0,0,0,0,0,0
692,7734,1,1,1,2,0,2,1,2
693,7428,1,1,0,2,1,2,2,1
694,1103,1,1,2,1,1,1,0,2
695,1055,1,0,0,0,0,0,0,0
696,6544,1,2,1,0,1,1,0,0
697,5802,1,0,0,0,0,0,0,0
698,9729,1,2,0,0,1,1,1,1
699,3969,1,0,0,0,0,0,0,1
700,8659,1,2,2,1,0,0,0,0
701,6147,1,0,0,0,0,0,0,0
702,2493,1,1,1,0,0,0,0,1
703,6292,1,1,2,0,1,1,1,0
704,10104,1,0,0,0,0,0,0,0
705,3919,1,1,2,0,2,1,1,0
706,4369,1,1,0,1,1,2,0,2
707,4973,1,0,0,0,0,0,0,0
708,9216,1,0,0,0,0,0,0,0
709,5136,1,2,1,0,0,0,0,0
710,1100,1,0,0,0,0,0,0,0
711,8726,1,1,0,0,0,0,0,0
712,5186,1,2,1,0,0,0,0,0
713,7313,1,1,1,1,2,2,2,1
714,4548,1,0,0,0,0,0,0,0
715,4084,1,2,0,2,0,2,1,1
716,1544,1,1,2,1,2,2,1,1
717,1321,1,0,0,0,0,0,0,0
718,5721,1,1,1,1,2,1,1,0
719,10652,1,1,0,1,1,2,0,2
720,1646,1,0,0,0,0,0,0,0
721,4418,1,2,1,1,2,2,2,0
722,2656,1,0,0,0,0,0,0,0
723,8722,1,2,1,1,2,2,2,1
724,7118,1,2,2,1,1,1,0,2
725,2980,1,1,0,0,0,0,0,0
726,10722,1,1,1,0,0,0,0,1
727,9014,1,1,0,0,0,0,0,0
728,3850,1,0,0,0,0,0,0,0
729,10469,1,1,1,1,2,1,0,1
730,3661,1,1,1,1,2,1,1,0
731,9589,1,1,1,2,1,2,2,1
732,4838,1,0,0,0,0,0,0,0
733,1448,1,0,0,0,0,0,0,0
734,4749,1,2,1,0,0,0,0,1
735,4201,1,1,0,0,0,0,0,1
736,8080,1,0,0,0,0,0,0,0
737,10870,1,1,1,1,0,0,2,2
738,4001,1,2,1,0,0,0,0,0
739,9405,1,1,0,0,0,0,0,0
740,4141,0,1,1,1,0,1,0,0
741,6182,0,0,0,0,0,0,0,0
742,7446,0,2,1,1,0,0,1,0
743,6177,0,1,0,0,0,0,0,0
744,4855,0,0,0,0,0,0,0,0
745,2114,0,2,2,0,0,1,1,0
746,4939,0,1,0,0,0,2,0,0
747,4047,0,1,1,0,0,0,0,0
748,2404,0,1,0,0,0,0,0,0
749,9422,0,0,0,0,0,0,0,0
750,5710,0,0,0,0,0,0,0,0
751,7373,0,1,0,0,0,0,0,0
752,8755,0,1,1,1,1,1,1,0
753,8601,0,1,1,1,2,1,2,1
754,8430,0,0,0,0,0,0,0,0
755,2139,0,0,0,0,0,0,0,0
756,9909,0,1,0,0,0,0,0,1
757,8614,0,1,0,0,0,0,1,0
758,4114,0,2,1,1,2,0,2,0
759,10383,0,1,1,1,1,1,2,0
760,7437,0,0,0,0,0,0,0,0
761,6853,0,1,1,0,2,1,0,1
762,3076,0,1,1,0,0,0,0,0
763,1012,0,2,1,0,0,0,0,2
764,6518,0,1,1,0,0,0,0,0
765,4137,0,1,1,1,1,1,2,0
766,1386,0,0,0,0,0,0,0,0
767,9369,0,2,1,0,1,2,0,0
768,4477,0,1,0,1,0,0,1,1
769,1402,0,1,1,1,1,2,1,0
770,6312,0,2,0,2,1,1,1,1
771,10401,0,0,0,0,0,0,0,0
772,1618,0,2,1,0,0,0,0,1
773,2261,0,0,0,0,0,0,0,0
774,535,0,2,0,0,1,0,1,1
775,4452,0,1,1,0,0,0,0,0
776,7516,0,0,0,0,0,0,0,0
777,3037,0,1,0,1,0,1,1,0
778,1473,0,0,0,0,0,0,0,0
779,7533,0,1,0,0,0,0,0,0
780,3629,0,0,0,0,0,0,0,0
781,10991,0,0,1,2,0,0,0,0
782,3267,0,1,1,0,0,0,0,1
783,9215,0,2,1,0,0,0,0,1
784,2286,0,0,0,0,0,0,0,0
785,1592,0,0,1,2,2,2,1,0
786,6205,0,0,0,0,0,0,0,0
787,8026,0,1,0,1,0,1,1,1
788,9597,0,1,0,2,0,0,1,2
789,1685,0,1,2,0,2,0,1,0
790,5342,0,0,0,0,0,0,0,0
791,11084,0,1,2,0,1,0,0,1
792,9701,0,1,0,1,0,1,0,1
793,7798,0,1,0,0,0,0,0,1
794,92,0,0,0,0,0,0,0,0
795,10240,0,1,2,0,1,0,0,0
796,3025,0,1,0,0,0,0,0,0
797,9970,0,0,0,0,0,0,0,0
798,2795,0,0,0,0,0,0,0,0
799,9260,0,2,2,0,1,0,0,0
800,10095,0,1,2,0,1,0,0,0
801,10573,0,1,0,0,0,2,0,0
802,1349,0,0,0,0,0,0,0,0
803,1880,0,0,0,0,0,0,0,0
804,10562,0,1,1,0,1,0,0,2
805,10796,0,0,0,0,0,0,0,0
806,6982,0,1,2,0,2,2,1,0
807,6431,0,0,0,0,0,0,0,0
808,7224,0,0,0,0,0,0,0,0
809,6422,0,1,1,2,1,1,0,2
810,624,0,0,0,0,0,0,0,0
811,380,0,2,2,1,1,0,0,2
812,2677,0,1,0,0,0,1,0,0
813,6521,0,1,1,0,1,0,2,0
814,2877,0,2,1,0,0,0,0,0
815,7264,0,0,0,0,0,0,0,0
816,1377,0,1,0,0,0,0,0,1
817,4785,0,1,1,0,0,0,0,0
818,709,0,1,2,0,1,0,0,1
819,6798,0,2,0,0,0,0,0,0
820,5341,0,1,2,1,0,2,2,0
821,9449,0,1,1,0,0,0,1,0
822,9529,0,1,1,2,1,2,0,2
823,7411,0,0,0,0,0,0,0,0
824,10089,0,2,0,2,1,0,2,2
825,3153,0,0,0,0,0,0,0,0
826,9396,0,0,0,0,0,0,0,0
827,2387,0,1,0,0,0,0,0,0
828,6690,0,1,0,0,0,0,0,0
829,291,0,0,0,1,1,2,2,1
830,4557,0,0,0,0,0,0,0,0
831,2379,0,1,2,1,1,1,1,2
832,5726,0,0,0,0,0,0,0,0
833,3066,0,0,0,0,0,0,0,0
834,7828,0,0,0,2,1,2,0,0
835,3762,0,1,0,0,1,0,2,1
836,8652,0,1,0,0,0,2,0,0
837,8962,0,0,0,0,0,0,0,0
838,10983,0,1,1,2,1,2,1,1
839,10102,0,1,1,2,2,2,2,0
840,9262,0,0,0,0,0,0,0,0
841,4543,0,1,2,2,2,2,0,2
842,10451,0,0,0,0,0,0,0,0
843,2874,0,0,0,0,0,0,0,0
844,1379,0,0,0,0,0,0,0,0
845,2826,0,0,0,0,0,0,0,0
846,3050,0,1,0,0,0,0,0,0
847,9478,0,1,0,1,0,1,0,1
848,1802,0,1,1,0,0,0,0,1
849,8275,0,0,0,0,0,0,0,0
850,3896,0,0,0,0,0,0,0,0
851,7786,0,1,0,0,0,0,0,0
852,2521,0,0,0,0,0,0,0,0
853,7381,0,1,2,2,1,1,1,0
854,4099,0,0,0,0,0,0,0,0
855,9560,0,1,2,1,2,0,0,1
856,11191,0,0,0,1,0,0,0,0
857,8234,0,0,0,0,0,0,0,0
858,1826,0,0,0,2,1,1,2,2
859,11056,0,1,1,1,1,1,0,0
860,6184,0,0,1,1,2,1,2,0
861,933,0,0,0,0,0,0,0,0
862,5955,0,1,2,1,2,2,2,2
863,1519,0,0,0,0,0,0,0,0
864,1726,0,0,0,0,0,0,0,0
865,4459,0,0,0,0,0,0,0,0
866,1729,0,1,2,0,0,0,0,2
867,6878,0,1,0,0,0,1,1,1
868,948,0,0,0,0,0,0,0,0
869,6720,0,1,1,0,0,0,0,1
870,8318,0,1,1,2,2,0,2,1
871,5642,0,0,0,0,0,0,0,0
872,7414,0,1,0,0,0,0,0,0
873,9999,0,2,1,2,0,2,1,0
874,615,0,1,0,1,0,0,0,1
875,2552,0,2,1,0,0,0,0,0
876,3645,0,0,0,0,0,0,0,0
877,8890,0,1,0,0,0,0,0,0
878,5049,0,0,0,0,0,0,0,0
879,9973,0,1,1,0,0,0,0,0
880,7030,0,2,2,0,1,0,0,0
881,6504,0,0,0,0,0,0,0,0
882,5067,0,1,2,0,1,1,0,0
883,8581,0,2,1,0,0,0,0,0
884,5929,0,0,0,0,0,0,0,0
885,3129,0,0,0,0,0,0,0,0
886,1361,0,0,2,1,0,0,1,1
887,7284,0,0,0,0,0,0,0,0
888,8746,0,1,2,0,1,0,1,1
889,3767,0,2,1,0,0,1,2,2
890,3725,0,1,2,0,1,0,0,0
891,6694,0,2,1,1,1,0,1,1
892,498,0,0,0,0,0,0,0,0
893,9699,0,2,1,1,1,0,0,0
894,10664,0,1,1,0,0,0,0,0
895,5029,0,0,0,0,0,0,0,0
896,10642,0,0,0,0,0,0,0,0
897,2541,0,0,0,0,0,0,0,0
898,2807,0,2,1,1,0,1,1,0
899,6471,0,0,0,0,0,0,0,0
900,6233,0,2,1,0,1,0,1,0
901,1992,0,1,1,0,1,0,0,1
902,8594,0,0,0,0,0,0,0,0
903,7999,0,1,2,0,1,0,1,0
904,9213,0,0,0,0,0,0,0,0
905,1581,0,0,0,0,0,0,0,0
906,5512,0,1,1,0,0,0,0,0
907,8346,0,1,0,0,0,0,0,1
908,1676,0,1,0,0,0,0,0,0
909,5172,0,1,2,0,1,0,0,1
910,3436,0,0,0,0,0,0,0,0
911,3403,0,2,2,0,2,1,1,2
912,8737,0,0,0,0,0,0,0,0
913,466,0,1,1,0,1,1,0,0
914,10623,0,0,0,0,0,0,0,0
915,8151,0,0,0,1,0,0,1,1
916,4945,0,2,2,0,1,0,0,1
917,4320,0,1,1,1,1,1,1,1
918,11025,0,1,0,0,0,0,0,0
919,4607,0,1,0,0,1,0,0,1
920,3711,0,1,2,2,2,0,1,0
921,4322,0,1,2,1,1,0,0,0
922,4702,0,1,2,2,1,2,0,1
923,1991,0,0,0,0,0,0,0,0
924,6931,0,1,1,2,1,1,1,0
925,5547,0,1,2,0,1,0,0,0
926,5371,0,0,0,0,0,0,0,0
927,9504,0,1,0,0,1,1,2,0
928,8314,0,1,1,2,2,0,2,1
929,8420,0,0,0,0,0,0,0,0
930,7685,0,0,0,0,0,0,0,0
931,9780,0,2,1,0,0,2,0,0
932,10681,0,2,0,2,1,2,2,1
933,10232,0,1,0,0,0,0,0,0
934,3525,0,0,0,0,0,0,0,0
935,6818,0,1,0,0,0,1,0,1
936,1029,0,0,0,0,0,0,0,0
937,2574,0,1,2,0,0,0,0,0
938,8159,0,1,0,0,0,0,0,0
939,8036,0,0,0,0,0,0,0,0
940,254,0,1,1,0,0,0,0,0
941,7627,0,1,2,2,2,1,2,0
942,6424,0,0,0,0,0,0,0,0
943,4992,0,0,0,0,0,0,0,0
944,7444,0,0,0,0,0,0,0,0
945,10277,0,0,0,0,0,0,0,0
946,7141,0,1,0,0,0,0,0,1
947,2457,0,0,0,0,0,0,0,0
948,6222,0,0,0,0,0,0,0,0
949,1503,0,0,0,0,0,0,0,0
950,8650,0,0,0,0,0,0,0,0
951,10862,0,1,0,0,0,0,0,0
952,2782,0,1,1,0,0,0,0,0
953,4299,0,2,2,0,2,1,2,0
954,5156,0,2,0,2,1,2,2,1
955,4376,0,0,0,0,0,0,0,0
956,8923,0,1,1,0,2,0,2,1
957,8461,0,0,0,0,0,0,0,0
958,944,0,1,0,2,0,0,1,0
959,2942,0,1,1,0,0,0,0,2
960,3376,0,0,0,0,0,0,0,0
961,10928,0,1,1,0,0,0,0,2
962,4248,0,1,2,0,2,1,2,0
963,3277,0,1,0,0,0,0,0,0
964,1777,0,0,0,0,0,0,0,0
965,8754,0,0,0,0,0,0,0,0
966,6961,0,0,0,0,0,0,0,0
967,4673,0,1,2,0,0,0,0,0
968,8779,0,1,0,0,0,0,0,0
969,9596,0,1,1,1,0,0,2,0
970,75,0,1,0,0,0,2,1,0
971,1501,0,2,0,0,2,0,0,0
972,7279,0,0,0,1,2,1,0,1
973,9316,0,0,0,0,0,0,0,0
974,6379,0,0,0,0,0,0,0,0
975,1277,0,2,1,0,1,1,0,0
976,10196,0,1,0,2,0,0,1,0
977,6384,0,2,2,0,1,0,0,2
978,8029,0,0,2,1,1,0,0,0
979,968,0,1,0,0,0,0,0,0
980,4301,0,0,0,0,0,0,0,0
981,1940,0,0,0,0,0,0,0,0
982,1388,0,0,0,0,0,0,0,0
983,3619,0,1,1,0,1,1,2,1
984,1463,0,0,0,0,0,0,0,0
985,5114,0,1,1,0,1,0,0,0
986,4692,0,1,0,0,0,0,0,0
987,11101,0,2,1,0,0,1,0,2
988,5329,0,0,0,0,0,0,0,0
989,10430,0,1,2,0,1,0,0,0
990,6255,0,0,0,1,0,1,0,0
991,5564,0,1,1,2,1,1,0,1
992,5682,0,2,2,0,0,0,0,0
993,7458,0,0,0,0,0,0,0,0
994,10548,0,1,1,0,1,2,2,0
995,4073,0,2,2,1,1,0,1,1
996,3667,0,2,2,2,2,0,0,0
997,3870,0,2,1,1,1,1,2,1
998,5909,0,2,2,0,0,0,0,2
999,10470,0,0,0,0,0,0,0,0
1000,10270,0,0,0,0,0,0,0,0
1001,6406,0,1,1,2,1,2,1,0
1002,7573,0,0,0,0,0,0,0,0
1003,5331,0,1,1,1,2,2,0,1
1004,1911,0,2,1,2,1,1,2,1
1005,10582,0,1,0,1,1,1,0,1
1006,8897,0,2,1,0,0,0,0,1
1007,2371,0,0,0,0,0,0,0,0
1008,10736,0,1,1,0,1,2,2,2
1009,4290,0,0,0,0,0,0,0,0
1010,4211,0,0,0,0,0,0,0,0
1011,6299,0,2,1,1,0,0,0,2
1012,10846,0,2,1,0,0,0,0,2
1013,347,0,1,0,0,0,0,0,0
1014,796,0,2,1,1,1,1,0,2
1015,9930,0,2,1,2,1,0,2,0
1016,7352,0,1,0,0,0,0,0,0
1017,2964,0,0,0,0,0,0,0,0
1018,5585,0,0,0,0,0,0,0,0
1019,9687,0,1,0,2,1,1,0,0
1020,11176,0,1,1,0,0,0,0,0
1021,9493,0,1,2,1,2,0,1,0
1022,1,0,1,1,0,0,0,0,0
1023,6646,0,0,0,0,0,0,0,0
1024,11003,0,0,0,0,0,0,0,0
1025,5121,0,1,1,0,0,0,0,2
1026,4186,0,0,0,0,0,0,0,0
1027,3312,0,0,0,0,0,0,0,0
1028,5332,0,1,1,1,1,2,1,1
1029,10343,0,1,1,1,1,0,1,2
1030,7848,0,1,0,0,0,0,0,1
1031,9477,0,1,1,0,0,0,0,0
1032,5794,0,1,1,0,0,0,0,0
1033,1456,0,2,0,2,1,2,0,2
1034,4877,0,0,0,0,0,0,0,0
1035,1031,0,2,1,0,1,0,0,0
1036,2036,0,1,0,0,0,0,0,0
1037,115,0,1,1,0,0,0,0,0
1038,10140,0,1,2,0,1,0,0,0
1039,10602,0,0,0,0,0,0,0,0
1040,1446,0,2,1,1,2,1,1,1
1041,8443,0,0,0,0,0,0,0,0
1042,9653,0,0,0,0,0,0,0,0
1043,2930,0,1,2,1,1,1,1,0
1044,5519,0,1,1,1,0,1,1,2
1045,2727,0,0,0,0,0,0,0,1
1046,6404,0,1,0,0,0,0,0,0
1047,10150,0,1,1,0,2,0,0,0
1048,9485,0,0,0,0,0,0,0,0
1049,9760,0,2,2,0,0,0,0,2
1050,1048,0,0,0,0,0,0,0,0
1051,10619,0,1,2,0,2,2,0,0
1052,8362,0,1,2,0,1,0,0,0
1053,2625,0,0,0,0,0,0,0,0
1054,9972,0,0,0,0,0,0,0,0
1055,10673,0,1,2,1,1,0,0,1
1056,7922,0,2,2,0,0,0,0,1
1057,760,0,2,1,0,0,1,0,0
1058,2882,0,1,1,0,0,1,0,0
1059,5320,0,1,0,0,0,0,0,0
1060,1523,0,0,0,0,0,0,0,0
1061,3547,0,0,0,0,0,0,0,0
1062,10981,0,1,1,2,1,1,2,0
1063,10995,0,1,0,0,0,0,0,0
1064,6357,0,1,0,1,0,1,1,0
1065,10286,0,1,1,0,1,2,1,0
1066,3955,0,0,0,0,0,0,0,0
1067,5718,0,1,1,2,0,2,1,2
1068,8164,0,1,2,1,2,1,1,0
1069,453,0,0,0,0,0,0,0,0
1070,8545,0,1,2,0,1,1,1,1
1071,9850,0,0,0,0,0,0,0,0
1072,8492,0,2,2,0,2,1,1,0
1073,1212,0,2,1,0,1,2,1,1
1074,7962,0,0,2,0,1,1,0,0
1075,9984,0,2,1,0,0,0,0,2
1076,5527,0,0,0,0,0,0,0,0
1077,5236,0,1,2,0,1,2,2,2
1078,1970,0,0,0,0,0,0,0,0
1079,5313,0,0,0,0,0,0,0,0
1080,3158,0,0,0,0,0,0,0,0
1081,4436,0,0,0,1,0,0,0,0
1082,8911,0,1,0,1,0,1,1,1
1083,10175,0,0,0,0,0,0,0,0
1084,5204,0,1,1,2,2,1,2,0
1085,9888,0,1,1,1,1,1,1,0
1086,67,0,0,0,0,0,0,0,0
1087,6019,0,0,0,0,0,0,0,0
1088,6287,0,0,0,0,0,0,0,0
1089,5985,0,0,0,0,0,0,0,0
1090,4002,0,2,1,2,1,2,1,0
1091,9725,0,0,0,0,0,0,0,0
1092,5740,0,0,0,0,0,0,0,0
1093,8104,0,1,0,0,0,0,0,0
1094,4491,0,2,2,0,0,0,0,0
1095,1162,0,1,0,1,1,1,1,0
1096,10766,0,1,1,0,0,0,0,0
1097,4415,0,0,0,0,0,0,0,0
1098,3005,0,1,1,2,2,2,1,2
1099,11112,0,2,2,2,1,1,1,2
1100,10832,0,1,1,0,0,0,0,1
1101,6421,0,1,2,2,2,1,2,1
1102,4207,0,2,2,1,0,1,1,0
1103,577,0,0,0,0,0,0,0,0
1104,10855,0,1,0,0,0,0,0,0
1105,247,0,2,0,0,0,0,0,0
1106,8707,0,1,1,1,2,1,1,1
1107,6072,0,1,2,1,2,1,1,2
1108,10914,0,0,0,0,0,0,0,0
1109,7348,0,1,1,2,1,2,0,0
1110,4944,0,1,0,0,1,0,0,1
1111,9080,0,0,0,0,0,0,0,0
1112,6466,0,0,0,0,0,0,0,0
1113,10552,0,1,0,1,0,1,0,0
1114,4444,0,0,0,0,0,0,0,0
1115,6271,0,0,0,0,0,0,0,0
1116,10065,0,0,0,0,0,0,0,0
1117,4741,0,1,1,1,0,0,0,0
1118,1524,0,1,1,1,0,0,2,0
1119,7451,0,1,2,0,2,1,2,0
1120,3885,0,0,0,0,0,0,0,0
1121,1175,0,1,0,1,0,1,0,2
1122,850,0,1,1,0,1,1,0,0
